task_code,status_code,wbs_id,user_field_297,task_name,start_date,end_date,delete_record_flag
KPI8460,Not Started,LINXS-1907.M.K,,"KPI - Construction - Ped Walkways - PW TBIT Startup, Testing & Commissioning Complete",,11/3/2022 5:00:00 PM,
KPI8500,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Foundations Complete,,5/21/2020 5:00:00 PM,
KPI8510,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Columns Complete,,6/2/2020 5:00:00 PM,
KPI8520,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - TVC 4.5 Ready for Ped Walkway Connection,,1/4/2022 8:00:00 AM,
KPI8530,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Superstructure Complete,,10/28/2020 5:00:00 PM,
KPI8540,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Building Envelope Complete,,6/10/2022 5:00:00 PM,
KPI8550,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Systems Rough-In Complete,,12/24/2020 5:00:00 PM,
KPI8560,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 4.5 Moving Walkway Complete,,3/17/2021 5:00:00 PM,
KPI8570,Not Started,LINXS-1907.M.K,,"KPI - Construction - Ped Walkways - PW 4.5 Startup, Testing & Commissioning Complete",,11/3/2022 5:00:00 PM,
KPI8600,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Foundations Complete,,7/21/2020 5:00:00 PM,
KPI8610,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Columns Complete,,2/17/2021 5:00:00 PM,
KPI8620,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - TVC 5.5 Ready for Ped Walkway Connection,,1/4/2022 8:00:00 AM,
KPI8630,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Superstructure Complete,,3/17/2021 5:00:00 PM,
KPI8640,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Building Envelope Complete,,1/12/2021 5:00:00 PM,
KPI8650,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Systems Rough-In Complete,,5/5/2021 5:00:00 PM,
KPI8660,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 5.5 Moving Walkway Complete,,8/5/2021 5:00:00 PM,
KPI8670,Not Started,LINXS-1907.M.K,,"KPI - Construction - Ped Walkways - PW 5.5 Startup, Testing & Commissioning Complete",,11/3/2022 5:00:00 PM,
KPI8700,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Foundations Complete,,5/20/2020 5:00:00 PM,
KPI8710,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Columns Complete,,6/1/2020 5:00:00 PM,
KPI8720,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Superstructure Complete,,11/2/2020 5:00:00 PM,
KPI8730,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Building Envelope Complete,,7/7/2021 5:00:00 PM,
KPI8740,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Systems Rough-In Complete,,6/2/2021 5:00:00 PM,
KPI8750,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - PW 7 Moving Walkway Complete,,2/16/2021 5:00:00 PM,
KPI8760,Not Started,LINXS-1907.M.K,,"KPI - Construction - Ped Walkways - PW 7 Startup, Testing & Commissioning Complete",,11/3/2022 5:00:00 PM,
KPI8800,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Foundations Complete,,12/4/2019 5:00:00 PM,
KPI8810,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Columns Complete,,9/24/2020 5:00:00 PM,
KPI8820,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ready for Ped Walkway Connection,,11/19/2019 5:00:00 PM,
KPI8830,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Superstructure Complete,,11/30/2020 5:00:00 PM,
KPI8840,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Building Envelope Complete,,3/29/2021 5:00:00 PM,
KPI8850,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Systems Rough-In Complete,,12/7/2020 5:00:00 PM,
KPI8860,Not Started,LINXS-1907.M.K,,KPI - Construction - Ped Walkways - ITF West Ped Walkways Moving Walkway Complete,,3/17/2021 5:00:00 PM,
KPI8870,Not Started,LINXS-1907.M.K,,"KPI - Construction - Ped Walkways - ITF West Ped Walkways Startup, Testing & Commissioning Complete",,11/3/2022 5:00:00 PM,
KPI9000,Not Started,LINXS-1907.M.K,,KPI - System Integration & Testing - Begin OS System Integration,4/28/2022 8:00:00 AM,,
KPI9010,Not Started,LINXS-1907.M.K,,KPI - System Integration & Testing - OS Integration Complete,,4/17/2023 5:00:00 PM,
KPI9020,Not Started,LINXS-1907.M.K,,KPI - System Integration & Testing - Begin OS Testing & Commissioning,4/28/2022 8:00:00 AM,,
KPI9900,Not Started,LINXS-1907.M.K,,KPI - PSA,,4/17/2023 5:00:00 PM,
KPI2020,Not Started,LINXS-1907.M.K,,"KPI - Design - Systems Pkgs Design Complete -  (PDS #1, PDS #2, TPSS #3 & 480KV @ each Station)",,9/11/2019 5:00:00 PM,
KPI9030,Completed,LINXS-1907.M.K,,KPI - APM Stations - Basis of Design,,6/28/2019,
KPI6080,Not Started,LINXS-1907.M.K,,KPI - Construction - Stations - Unprogrammed Space Complete,,6/20/2022 5:00:00 PM,
KPI6632,Not Started,LINXS-1907.M.K,,KPI - Construction - MS&F - M&SF Ready to Receive First Vehicle (Orig RAS was Oct 2020),,2/8/2021 5:00:00 PM,
Sum100,In Progress,LINXS-1907.M.S,,Design,2/15/2018 8:00:00 AM,5/27/2020 5:00:00 PM,
Sum200,In Progress,LINXS-1907.M.S,,Utility Conflict Relocations,10/15/2018 8:00:00 AM,11/17/2021 5:00:00 PM,
Sum500,Not Started,LINXS-1907.M.S,,Guideway,9/17/2019 8:00:00 AM,2/1/2022 5:00:00 PM,
Sum700,Not Started,LINXS-1907.M.S,,Stations,4/1/2020 8:00:00 AM,6/20/2022 5:00:00 PM,
Sum600,Not Started,LINXS-1907.M.S,,Roadways,4/1/2020 8:00:00 AM,2/1/2023 5:00:00 PM,
Sum400,In Progress,LINXS-1907.M.S,,MSF Building,7/15/2019,6/22/2021 5:00:00 PM,
Sum800,Not Started,LINXS-1907.M.S,,System Integration Testing (SIT),4/19/2022 8:00:00 AM,4/17/2023 5:00:00 PM,
Sum300,In Progress,LINXS-1907.M.S,,Demolition,1/10/2019 8:00:00 AM,3/20/2020 5:00:00 PM,
Sum110,In Progress,LINXS-1907.M.S,,Procurement - Vehicles,6/8/2018 8:00:00 AM,10/28/2021 5:00:00 PM,
Sum120,In Progress,LINXS-1907.M.S,,Procurement - Balance of Equipment,7/3/2018 8:00:00 AM,6/29/2021 5:00:00 PM,
Sum710,Not Started,LINXS-1907.M.S,,WCTA Station,1/29/2021 8:00:00 AM,6/20/2022 5:00:00 PM,
Sum720,Not Started,LINXS-1907.M.S,,CCTA Station,11/11/2020 8:00:00 AM,4/21/2022 5:00:00 PM,
Sum730,Not Started,LINXS-1907.M.S,,ECTA Station,8/19/2020 8:00:00 AM,4/1/2022 5:00:00 PM,
Sum740,Not Started,LINXS-1907.M.S,,WITF Station,7/21/2020 8:00:00 AM,11/29/2021 5:00:00 PM,
Sum750,Not Started,LINXS-1907.M.S,,EITF Station,11/25/2020 8:00:00 AM,3/18/2022 5:00:00 PM,
Sum760,Not Started,LINXS-1907.M.S,,ConRac Station,8/2/2021 8:00:00 AM,1/7/2022 5:00:00 PM,
RW1000.10,Completed,LINXS-1907.R.1,,"ROW Zone 1 - Entire Area Conveyed (April 1, 2018)",,4/1/2018 5:00:00 PM,
RW1000.20,Completed,LINXS-1907.R.1,,ROW Zone 1 - Carved Out  Area #1 - Theme Building North Lot (1 July 2018),,7/1/2018 5:00:00 PM,
RW1000.30,Completed,LINXS-1907.R.1,,ROW Zone 1 - Carved Out  Area #2 - Administration Building East/TPSS #1 Site  (1 June 2019),,5/31/2019,
RW2000.10,Completed,LINXS-1907.R.2,,"ROW Zone 2 - Entire Area Conveyed (July 1, 2019)",,7/1/2019,
RW2000.20,Completed,LINXS-1907.R.2,,"ROW Zone 2 - Carved out Area #1 - Delta Reservation Center (April 1, 2018)",,4/1/2018,
RW2000.30,Completed,LINXS-1907.R.2,,"ROW Zone 2 - Carved out Area #2 - Delta Flight Training Center (April 1, 2018)",,4/1/2018,
RW3000.10,Completed,LINXS-1907.R.3,,"ROW Zone 3 - Entire Area Conveyed (April 1, 2018)",,4/1/2018 5:00:00 PM,
RW3000.20,Completed,LINXS-1907.R.3,,ROW Zone 3 -  Carved out Area #1 - Burger King @ 96 th St & Airport (need 6 months written notice prior),,4/23/2018,
RW3000.30,Completed,LINXS-1907.R.3,,"ROW Zone 3 -  Carved out Area #2 - Hood Property 96th & D St (November 1, 2018)",,7/30/2018 5:00:00 PM,
RW4000.10,Completed,LINXS-1907.R.4,,"ROW Zone 4 - Entire Area Conveyed (July 1, 2019)",,7/1/2019,
RW4000.20,Completed,LINXS-1907.R.4,,"ROW Zone 4 - CNG Site  (May 15, 2019)",,6/14/2019,
LAX00280,In Progress,LINXS-1907.V,,Vehicle Manufacturing & Vehicle Testing - WBS Summary,6/8/2018 8:00:00 AM,4/6/2022 5:00:00 PM,
TX00100.10,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - Develop & Submit PDA,6/8/2018 8:00:00 AM,10/15/2018 5:00:00 PM,
TX00100.12,Completed,LINXS-1907.V.D,,Design - Systems APM Cars  - Cars - PDA Review (PDA1),11/14/2018,11/15/2018,
TX00100.14,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - LAWA & Independent Certifier PDA Review,11/15/2018,11/16/2018,
TX00100.16,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - Develop & Submit IDA,11/16/2018,4/3/2019 8:00:00 AM,
TX00100.18,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - IDA Review,5/14/2019,5/16/2019,
TX00100.20,Completed,LINXS-1907.V.D,,Design - Systems APM Cars  - LAWA & Independent Certifier IDA,5/17/2019,5/17/2019,
TX00100.22,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - Issue Procurement Package to Potential Suppliers,2/26/2019 8:00:00 AM,2/26/2019 5:00:00 PM,
TX00100.24,In Progress,LINXS-1907.V.D,,Design - Systems APM Cars - Develop & Submit FDA,5/17/2019,8/26/2019 5:00:00 PM,
TX00100.26,Not Started,LINXS-1907.V.D,,Design - Systems APM Cars - FDA Review,8/27/2019 8:00:00 AM,8/29/2019 5:00:00 PM,
TX00100.28,Not Started,LINXS-1907.V.D,,Design - Systems APM Cars - LAWA & Independent Certifier FDA,8/30/2019 8:00:00 AM,9/20/2019 5:00:00 PM,
TX00100.38,Completed,LINXS-1907.V.D,,Design - Systems APM Cars - Systems - PDA Review (PDA2),12/10/2018,12/11/2018,
TX110,Not Started,LINXS-1907.V.1,,Vehicle - Manufacturing - Final Assembly Unit (CARS),2/26/2020 8:00:00 AM,3/24/2021 5:00:00 PM,
TX00110,Not Started,LINXS-1907.V.1,,Vehicle - Manufacturing - Carbody Production,1/3/2020 8:00:00 AM,3/2/2021 5:00:00 PM,
TX140.100,In Progress,LINXS-1907.V.1,,Vehicle - Manufacturing - Carbody Procurement (ETA 1/2/20 for train production),2/25/2019 8:00:00 AM,1/2/2020 5:00:00 PM,
LXPMMM240,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Pre weld inspection for 1st car shell,,10/25/2019 5:00:00 PM,
LXPMMM260,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Shell manufacturing for 1st car (splicing),1/3/2020 8:00:00 AM,,
LXPMMM280,Not Started,LINXS-1907.V.1,,Vehicle Milestone - First article inspection end cap,,1/3/2020 5:00:00 PM,
LXPMMM300,Not Started,LINXS-1907.V.1,,Vehicle Milestone - FAI skirts and molded panels,,8/12/2019 5:00:00 PM,
LXPMMM360,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Material fire/smoke/flammability testing,,7/29/2019 8:00:00 AM,
LXPMMM380,Not Started,LINXS-1907.V.1,,Vehicle Milestone - HVAC capacity test FAI,,1/14/2020 5:00:00 PM,
LXPMMM400,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Propulsion braking box FAI,,1/14/2020 5:00:00 PM,
LXPMMM440,Not Started,LINXS-1907.V.1,,Vehicle Milestone - First car BOM inspection to start final assembly,,2/27/2020 5:00:00 PM,
LXPMMM460,Not Started,LINXS-1907.V.1,,Vehicle Milestone - First car exterior color scheme inspection,,5/13/2020 5:00:00 PM,
LXPMMM500,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Vehicle water spray test - 1 car test no interior panels,,2/27/2020 5:00:00 PM,
LXPMMM520,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Vehicle water spray test - last car,,4/1/2021 5:00:00 PM,
LXPMMM540,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Vehicle static factory test - first car,,5/27/2020 5:00:00 PM,
LXPMMM560,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Vehicle factory test track  test - first car,,8/7/2020 5:00:00 PM,
LXPMMM410,Not Started,LINXS-1907.V.1,,Vehicle Milestone - Bogie FAI,,2/27/2020 5:00:00 PM,
LXPMMM010,Completed,LINXS-1907.V.1,,Vehicle Milestone - Final APM 300 Layout Proposed by Pittsburgh,,1/30/2019,
LXPMMM020,Completed,LINXS-1907.V.1,,Vehicle Milestone - Final APM 300 Layout Released by Sahagun,,3/13/2019,
LXPMMM030,Completed,LINXS-1907.V.1,,Vehicle Milestone - APM 300 Tooling Shipped from Pittsburgh,,6/14/2019,
LXPMMM040,Not Started,LINXS-1907.V.1,,Vehicle Milestone - APM 300 Tooling Reviewed by Sahagun,,8/2/2019 5:00:00 PM,
LXPMMM050,Not Started,LINXS-1907.V.1,,Vehicle Milestone - APM 300 Tooling Maintenance as needed,,9/13/2019 5:00:00 PM,
LXPMMM060,Not Started,LINXS-1907.V.1,,Vehicle Milestone - APM 300 Line Implementation,,9/23/2019 5:00:00 PM,
LXVHMF1200,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Splicing (3 Jan 20)",1/3/2020 8:00:00 AM,1/30/2020 5:00:00 PM,
LXVHMF1210,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Post Splicing (cabin, doors, water test)",1/31/2020 8:00:00 AM,2/27/2020 5:00:00 PM,
LXVHMF1220,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 1 - Undercar",2/28/2020 8:00:00 AM,3/26/2020 5:00:00 PM,
LXVHMF1230,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 2 - Interior",3/27/2020 8:00:00 AM,4/23/2020 5:00:00 PM,
LXVHMF1240,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - QA Inspection STN 2",4/24/2020 8:00:00 AM,4/27/2020 5:00:00 PM,
LXVHMF1250,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 3 - Paint and Floor covering",4/28/2020 8:00:00 AM,5/11/2020 5:00:00 PM,
LXVHMF1260,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - QA Inspection STN 3",5/12/2020 8:00:00 AM,5/13/2020 5:00:00 PM,
LXVHMF1270,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 4 - Static Test 1",5/14/2020 8:00:00 AM,5/27/2020 5:00:00 PM,
LXVHMF1280,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 4 - Static Test 2",5/28/2020 8:00:00 AM,6/10/2020 5:00:00 PM,
LXVHMF1290,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Station 5 - Shipment Preparation",6/11/2020 8:00:00 AM,6/11/2020 5:00:00 PM,
LXVHMF1300,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Transportation",6/12/2020 8:00:00 AM,6/25/2020 5:00:00 PM,
LXVHMF1310,Not Started,LINXS-1907.V.1.2.1,,"Vehicle - Assembly - Train #01, Car 001 - Arrive in Pittsburg",6/26/2020 8:00:00 AM,6/26/2020 5:00:00 PM,
LXVHMF1320,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Splicing",1/31/2020 8:00:00 AM,2/27/2020 5:00:00 PM,
LXVHMF1330,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Post Splicing (cabin, doors, water test)",2/28/2020 8:00:00 AM,3/26/2020 5:00:00 PM,
LXVHMF1340,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 1 - Undercar",3/27/2020 8:00:00 AM,4/23/2020 5:00:00 PM,
LXVHMF1350,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 2 - Interior",4/24/2020 8:00:00 AM,5/21/2020 5:00:00 PM,
LXVHMF1360,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - QA Inspection STN 2",5/22/2020 8:00:00 AM,5/25/2020 5:00:00 PM,
LXVHMF1370,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 3 - Paint and floor covering",5/26/2020 8:00:00 AM,6/8/2020 5:00:00 PM,
LXVHMF1380,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - QA Ispection STN 3",6/9/2020 8:00:00 AM,6/10/2020 5:00:00 PM,
LXVHMF1390,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 4 - Static Test 1",6/11/2020 8:00:00 AM,6/24/2020 5:00:00 PM,
LXVHMF1400,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 4 - Static Test 2",6/25/2020 8:00:00 AM,7/8/2020 5:00:00 PM,
LXVHMF1410,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Station 5 - shipment preparation and loading",7/9/2020 8:00:00 AM,7/9/2020 5:00:00 PM,
LXVHMF1420,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Transportation",7/10/2020 8:00:00 AM,7/23/2020 5:00:00 PM,
LXVHMF1440,Not Started,LINXS-1907.V.1.2.2,,"Vehicle - Assembly - Train #01, Car 002 - Arrive in Pittsburg",7/24/2020 8:00:00 AM,7/24/2020 5:00:00 PM,
LXVHMF1450,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Splicing",2/28/2020 8:00:00 AM,3/26/2020 5:00:00 PM,
LXVHMF1460,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Post Splicing (cabin, doors, water test)",3/27/2020 8:00:00 AM,4/23/2020 5:00:00 PM,
LXVHMF1470,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 1 - Undercar",4/24/2020 8:00:00 AM,5/21/2020 5:00:00 PM,
LXVHMF1480,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 2 - Interior",5/22/2020 8:00:00 AM,6/18/2020 5:00:00 PM,
LXVHMF1490,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - QA Inspection STN 2",6/19/2020 8:00:00 AM,6/22/2020 5:00:00 PM,
LXVHMF1500,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 3 - Paint and floor covering",6/23/2020 8:00:00 AM,7/6/2020 5:00:00 PM,
LXVHMF1510,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - QA Inspection STN3",7/7/2020 8:00:00 AM,7/8/2020 5:00:00 PM,
LXVHMF1520,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 4 - Static Test 1",7/9/2020 8:00:00 AM,7/22/2020 5:00:00 PM,
LXVHMF1530,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 4 - Static Test 2",7/23/2020 8:00:00 AM,8/5/2020 5:00:00 PM,
LXVHMF1540,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Station 5 - Shipment preparation and loading",8/6/2020 8:00:00 AM,8/6/2020 5:00:00 PM,
LXVHMF1550,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Transportation",8/7/2020 8:00:00 AM,8/20/2020 5:00:00 PM,
LXVHMF1560,Not Started,LINXS-1907.V.1.2.3,,"Vehicle - Assembly - Train #01, Car 003 - Arrive in Pittsburg",8/21/2020 8:00:00 AM,8/21/2020 5:00:00 PM,
LXVHMF1570,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Splicing",3/27/2020 8:00:00 AM,4/23/2020 5:00:00 PM,
LXVHMF1580,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Post Splicing (cabin, doors, water test)",4/24/2020 8:00:00 AM,5/21/2020 5:00:00 PM,
LXVHMF1590,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 1 - Undercar",5/22/2020 8:00:00 AM,6/18/2020 5:00:00 PM,
LXVHMF1600,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 2 - Interior",6/19/2020 8:00:00 AM,7/16/2020 5:00:00 PM,
LXVHMF1610,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - QA Inspection STN 2",7/17/2020 8:00:00 AM,7/20/2020 5:00:00 PM,
LXVHMF1620,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 3 - Paint and floor covering",7/21/2020 8:00:00 AM,7/30/2020 5:00:00 PM,
LXVHMF1630,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - QA Inspection STN 3",7/31/2020 8:00:00 AM,8/3/2020 5:00:00 PM,
LXVHMF1640,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 4 - Static Test 1",8/4/2020 8:00:00 AM,8/17/2020 5:00:00 PM,
LXVHMF1650,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 4 - Static Test 2",8/18/2020 8:00:00 AM,8/31/2020 5:00:00 PM,
LXVHMF1660,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Station 5 - Shipment preparation and loading",9/1/2020 8:00:00 AM,9/1/2020 5:00:00 PM,
LXVHMF1670,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 - Transportation",9/2/2020 8:00:00 AM,9/15/2020 5:00:00 PM,
LXVHMF1680,Not Started,LINXS-1907.V.1.2.4,,"Vehicle - Assembly - Train #01, Car 004 -Arrive in Pittsburg",9/16/2020 8:00:00 AM,9/16/2020 5:00:00 PM,
LXVHMF1690,Not Started,LINXS-1907.V.1.5,,"Vehicle - Assembly - Train #02, Car 005 - Manufacture to Arrive in Pittsburg",4/24/2020 8:00:00 AM,10/15/2020 5:00:00 PM,
LXVHMF1810,Not Started,LINXS-1907.V.1.5,,"Vehicle - Assembly - Train #02, Car 006 - Manufacture to Arrive in Pittsburg",5/22/2020 8:00:00 AM,10/23/2020 5:00:00 PM,
LXVHMF1930,Not Started,LINXS-1907.V.1.5,,"Vehicle - Assembly - Train #02, Car 007 - Manufacture to Arrive in Pittsburg",6/5/2020 8:00:00 AM,10/29/2020 5:00:00 PM,
LXVHMF2050,Not Started,LINXS-1907.V.1.5,,"Vehicle - Assembly - Train #02, Car 008 - Manufacture to Arrive in Pittsburg",6/19/2020 8:00:00 AM,11/12/2020 5:00:00 PM,
LXVHMF2170,Not Started,LINXS-1907.V.1.5,,"Vehicle - Assembly - Train #03, Car 009 - Manufacture to Arrive in Pittsburg",7/3/2020 8:00:00 AM,11/24/2020 5:00:00 PM,
